,개인,외국인,기관,금융투자,보험,투신,은행
2025-08-01 05:17:30.395257,-406445565403.792,265291460213.1751,-67038835597.75527,-27412859867.574234,-17821869537.113796,67049672288.73049,-6100912072.441601
2025-08-04 05:17:30.395257,341860477550.49445,-386414988949.1182,214200148227.6276,60414923189.08847,171825496528.24146,132434666642.10028,29767498355.440155
2025-08-05 05:17:30.395257,51006446752.17734,-171875987403.97894,141971287372.06345,169247127322.11047,-11789470924.073853,124370871937.6294,39344129528.37608
2025-08-06 05:17:30.395257,455194085240.3222,-443016722630.2996,-21848673797.061832,-78371602208.4762,77586105512.791,57141010460.097855,25205855381.827858
2025-08-07 05:17:30.395257,142763150012.22778,56783056727.39873,-254038115420.52148,-197041212573.79086,33077417619.71772,13097408977.494896,20097384816.40178
2025-08-08 05:17:30.395257,-72858553823.44574,567226332664.4122,-454454167405.7594,-461626573538.0087,-118570245566.55162,-38541777650.80475,-7880158548.850126
2025-08-11 05:17:30.395257,531866299081.79175,-401675283704.1703,-133954485620.10634,-125603323296.97147,1658256835.2424927,18824880965.315937,-5189051502.973461
2025-08-12 05:17:30.395257,-491333014367.7216,344743564272.33215,256919638297.0417,-88236149684.67065,132803758815.83525,10978659928.129581,-19193334323.091286
2025-08-13 05:17:30.395257,118070577250.14482,-170875935623.00204,64228123239.06119,-119853408405.13562,-6110762401.562117,-31275725685.25618,-1709843600.6459117
2025-08-14 05:17:30.395257,689402785277.9294,-300650975518.14526,-373721633613.5964,-148191514553.7281,-84923344727.83737,-56226967912.58705,-35551013587.003654
2025-08-15 05:17:30.395257,-132118326662.29651,43802827685.55631,51954277755.3546,109752582518.29597,-18693190146.361267,-716089462.9432325,46016568237.72401
2025-08-18 05:17:30.395257,297480810206.2856,-418770586497.0434,115595213918.65103,111902884529.68709,-27618793750.91313,-5322120378.566105,2262044447.28582
2025-08-19 05:17:30.395257,472378918660.6848,-176441510911.13895,-265157230860.3399,-255791952829.12524,-85495323425.36835,-4954212256.215218,-10793765407.327282
2025-08-20 05:17:30.395257,279888866432.8428,-497023237482.1637,46117531783.65837,22899383455.997036,-51973506981.38115,54682890196.074295,13335584109.99227
2025-08-21 05:17:30.395257,-1238092000064.635,1085810842320.2637,17462615533.79997,10117315411.22314,5196696519.721298,7039736644.662363,1745179704.139073
2025-08-22 05:17:30.395257,294604879853.71674,122612618897.74168,-342891089349.18695,-321571122528.7665,-107076879422.76949,22442840650.385048,16756466341.155714
2025-08-25 05:17:30.395257,153099679742.91617,-243349344034.60696,107336208104.48499,214741555039.40604,33156537210.434383,-40984024491.0025,-7086176829.464789
2025-08-26 05:17:30.395257,-401669623924.3435,215035932378.60522,168235357910.4703,188677443803.8493,-44147710728.0873,15552330722.58464,12303917000.26837
2025-08-27 05:17:30.395257,-376486498861.9315,53414519215.88778,324915372952.58307,172852806388.58344,81527086201.23947,12896189912.747215,1396356933.66819
2025-08-28 05:17:30.395257,-282008756418.80334,626311344.4995952,316140615610.4709,192372953265.7356,104904571202.5404,-45905738512.08237,-10593419443.890575
2025-08-29 05:17:30.395257,-60402185826.44098,419727028182.63214,-413300810387.1273,-227142205437.52112,-182346944205.99823,-66129155850.204056,-32900422337.462074
2025-09-01 05:17:30.395257,-289413060800.07495,492930100234.38055,-281347511974.53687,-372981994027.1512,-37566673902.52878,-48289502215.3447,-14808111539.695086
2025-09-02 05:17:30.395257,14615706891.89758,-149541761544.72736,154510580162.59793,67988609845.49907,92285565656.1842,98849074186.49625,-860515482.2153025
2025-09-03 05:17:30.395257,-81305322023.17068,-170667741011.99518,154135785273.66266,24283046364.417732,-29654893879.827747,54660952018.78828,-6141630333.793984
2025-09-04 05:17:30.395257,-94937128104.69843,-18751902215.66877,154514305891.81436,-7453417454.402939,114531480520.24803,-28032195332.68809,-20400633978.84596
2025-09-05 05:17:30.395257,-295423738662.3696,-1030654068957.8307,1155819447196.4163,665381639029.2543,252114839907.5855,266077545396.17184,56128860907.24692
2025-09-08 05:17:30.395257,567404861164.1202,-635756450639.506,171267153207.9501,282528944609.72235,-997162146.3304176,86741757757.46016,-21531049820.222538
2025-09-09 05:17:30.395257,-1100218725044.7163,806808781231.8408,340669692054.1797,268486101359.2088,65345484527.95064,80205338981.55774,32234603876.501038
2025-09-10 05:17:30.395257,-1207985626926.6018,947388071310.0287,286200529047.9607,114602418450.49672,85156451435.67825,31605874414.702503,15958821511.0881
2025-09-11 05:17:30.395257,-99067038828.19421,1918761831.0062363,195417375391.73938,174508703370.6595,42883744648.96845,-18659355527.413082,-19380161219.71164
2025-09-12 05:17:30.395257,-155119612348.52567,416247830186.887,-94580773392.10368,83187079623.33798,8021644943.89772,-32797454812.368202,-10913220210.602453
2025-09-15 05:17:30.395257,-411380752626.7475,285126992980.5803,227690766147.98022,229077827980.065,-495526424.3722687,88591045907.40633,-3658589804.412651
2025-09-16 05:17:30.395257,-1622714745758.1328,1670474886986.2397,-231847564361.27155,-133145501624.7455,-37901471670.45041,59452180642.53973,-5208888009.679969
2025-09-17 05:17:30.395257,-749266620177.2849,692354505525.7174,-71045582022.00267,-107321026983.759,-84894841249.64954,66505339110.30905,23256729819.362755
2025-09-18 05:17:30.395257,12986385461.308884,70140821117.85428,-145609064348.73105,-17543107247.87964,-34683115937.18123,-46283830741.62337,-44783902610.35145
2025-09-19 05:17:30.395257,320184899597.3535,-342138036392.16693,24562241815.896767,54085883631.71301,-40282933710.060135,-52296535392.06605,3528633673.7431817
2025-09-22 05:17:30.395257,23426741215.791573,-666058409170.9319,694397570002.0526,506157864004.00476,102103016870.9222,111203947845.86809,31517222588.76982
2025-09-23 05:17:30.395257,247176040520.9035,240429135941.27435,-560179557777.5244,-272590554498.3177,-50231252794.98302,-172448901944.77124,-14582176359.866907
2025-09-24 05:17:30.395257,50744106920.03416,-237945487584.6804,205878057112.35406,228482105799.34595,95741117452.18427,47040094276.09218,14557835420.371487
2025-09-25 05:17:30.395257,977640870813.1206,-569364402691.5574,-483814761356.89545,-343812377970.1941,-66306046226.02023,-79952343518.46776,-39230124702.621155
2025-09-26 05:17:30.395257,260419202401.81042,-179991422964.17517,-141579559736.83005,46791670721.33455,-82931550180.99496,-44538759053.936615,-13460056700.173866
2025-09-29 05:17:30.395257,-71404873174.73111,-395946415600.30096,326685179090.20984,215771067923.36584,49516613333.30187,-30732376499.808296,413741818.44071007
2025-09-30 05:17:30.395257,-1101538301132.7168,989930970792.9875,19284005728.638832,219096490699.70984,64511686144.686935,28572606187.781654,22484343058.403908
2025-10-01 05:17:30.395257,-400557625964.0803,588712598781.2388,-323323433378.7918,-262912841836.23187,-57578840993.76312,-75133556989.91434,-15739938695.500746
2025-10-02 05:17:30.395257,-28435179217.75592,145438966698.01312,-214591112777.99048,44841712649.73065,73048254443.48662,-90684508702.21298,27294258076.160618
2025-10-03 05:17:30.395257,-989445068870.762,890929923851.1432,203879324680.40277,142118673154.50644,60441756905.79915,-113031211962.02205,8980749957.727724
2025-10-06 05:17:30.395257,-67004474647.80112,191174575279.74783,-219109989515.14102,-196607794070.52945,-34219542078.526627,-34242243679.802963,-25123634813.96631
2025-10-07 05:17:30.395257,474919741767.5313,-276619112158.3847,64937576874.59246,-9426037280.676674,-2468307835.2065754,98353216364.67607,-27027409008.52692
2025-10-08 05:17:30.395257,-881457356073.4396,917117594190.3843,13671551971.144135,-23831799636.745537,9411355633.342941,85113693523.06511,-35379215926.56169
2025-10-09 05:17:30.395257,-212579427796.46085,426543144447.69336,-195480104281.74512,-74871467928.85544,-46719512675.37622,-52176828471.57536,-41456724074.19705
2025-10-10 05:17:30.395257,-369016617307.6632,-360002387508.0558,643183226797.5977,438193484882.1085,164042079193.94904,66366881001.55062,37501694360.10955
2025-10-13 05:17:30.395257,-185128636417.68097,64983917663.17673,190175706695.40338,56735423623.38412,85870257178.80988,51965068808.06169,19683285799.368847
2025-10-14 05:17:30.395257,826102296311.094,-276123302937.5893,-607542775997.2821,-366961124824.4675,-160808028224.85388,-141050688359.0069,-62000952840.506775
2025-10-15 05:17:30.395257,484446161711.2782,-528181474677.5704,55936294430.8283,247788812519.68335,-55374388791.723236,23480039155.59754,20697581003.063725
2025-10-16 05:17:30.395257,-173295338362.83096,627839731620.2268,-198535939430.5164,53632753351.76131,-131517456541.2681,8523623004.657055,-19588018005.19461
2025-10-17 05:17:30.395257,-1386327835550.612,1120991845139.2798,255730000438.8672,197070367230.7235,76545566433.40062,99706161260.04546,15722360261.654346
2025-10-20 05:17:30.395257,884151249113.9253,-531467694955.5476,-237756221529.81018,-138853385101.06607,-102719574614.65572,-40671137053.46916,20356601488.617977
2025-10-21 05:17:30.395257,-486729987421.6359,450833277349.1169,-34420932440.0697,-8649426792.215689,-114528716135.6381,-15346827374.85875,16215739695.307154
2025-10-22 05:17:30.395257,-554974236.5596948,-154440058507.27362,151496183694.13715,152249507489.52396,49728166965.37564,-21174701783.707485,2204196226.590211
2025-10-23 05:17:30.395257,-11497595908.585724,-71148898778.89973,259726558251.03644,53556678430.781296,176595287521.8468,-2385033964.3375397,-4837516595.753925
2025-10-24 05:17:30.395257,419642818304.13403,-122250601966.17792,-360088922116.73285,-241791007012.3742,-72321330000.34123,-65337282912.586266,-61040754132.422745
2025-10-27 05:17:30.395257,538111684188.82025,-256516457636.84286,-100350370752.28452,-227068629839.12964,21854464572.125187,3315719727.9662266,-19400584922.462627
2025-10-28 05:17:30.395257,11986478668.547363,201272308225.28705,-142483593348.28687,-45567843748.4442,-24405250742.279125,24306692309.419437,-11346784443.968233
2025-10-29 05:17:30.395257,376683089085.5237,-236930996902.83688,-195998769772.11356,-52879667892.994026,-44144236613.97985,-69558762999.83427,-29543529031.62936
2025-10-30 05:17:30.395257,-781700539421.1869,315305041242.40985,529636272084.3291,269463117020.66006,151881078566.25427,154079869260.62546,23856674262.37036
2025-10-31 05:17:30.395257,-180729209003.34406,156490140677.73038,121494513288.28665,230295384301.97525,9785175448.224766,4667996941.114557,7611763323.589698
2025-11-03 05:17:30.395257,376778443503.3308,63667739018.90242,-378265186300.51355,-349535678080.54224,-62283421556.50756,-57808142662.49884,-23410378951.18725
2025-11-04 05:17:30.395257,-163273554586.5952,-269107501518.88324,275358584116.4328,18777662448.877655,71156607133.08725,3943203660.0737534,767877589.3524437
2025-11-05 05:17:30.395257,-607181807953.8346,-102178768732.44221,636646859103.7899,404433297318.2711,93924849138.60556,-25714984148.078598,35205436394.524055
2025-11-06 05:17:30.395257,-899926518234.9052,565435076514.4105,309739578165.34406,290553577160.4219,111550033109.89496,90663206542.8541,24325791899.655388
2025-11-07 05:17:30.395257,8637022412.66798,439730624463.53143,-455810989786.20404,-105093824725.93555,-99910185792.01125,-31529453613.308937,-44598531038.16713
2025-11-10 05:17:30.395257,505310456313.06934,-297973024698.1261,-145270221859.87543,-133050559402.81924,-66841302346.617325,-35856911134.89198,20955136501.931633
2025-11-11 05:17:30.395257,-604306562128.2322,242003317465.57077,380073344755.9868,335912090196.7216,102840161129.71754,60360537574.64162,17031904592.114109
2025-11-12 05:17:30.395257,-490796889672.0367,569563293486.6608,-212300839685.63422,-131231350761.45125,-87383567026.67871,-6048165067.64016,-10238049525.384758
2025-11-13 05:17:30.395257,544174298366.839,-639300341710.1112,133145828443.86853,62624767072.23916,28038223557.23012,-58155418577.74686,20821579887.32457
2025-11-14 05:17:30.395257,-639946603590.7693,468614962090.35065,232390216028.80103,227800123365.94785,46022093373.55003,8405898537.005413,16283833426.710085
2025-11-17 05:17:30.395257,466902632789.26074,-132844446522.73178,-278079141473.4249,-101615197042.713,-1321050003.1060867,-1998637239.9223862,5158775604.593657
2025-11-18 05:17:30.395257,-359363654922.57745,485299334296.57965,-17857606818.540024,-168353779789.54895,20163390280.289635,-65393112181.24348,4849602963.109484
